wuxing,score,mod1,mod2,jixiong,brief,description,detail
金水木,60,791,802,凶,承受长辈或上级提拔获得意外成功，但有家庭不和之虑。,境遇安全，长辈惠泽，承受父祖之余德，前辈之提拔，而可获得意外之成功发达。但数理若凶，或许陷于病弱。,"1、总论：似乎可以成功发展的配置，然奋斗过程中难免碰到许多困难，发展到某一程度，即无法再突破，造成愤世嫉俗的人生观。天运五行属金者，事业能成功发展，名利可得。
2、性格：为人坦白而易怒易解，具有天赋的才华及理想，但因迟迟难以实现而内心苦闷，病弱且带有桃花运，容易造成财务上的损失。
3、意志：意志坚定，为理想而奋斗不懈，耐性亦佳，可以忍受艰苦，得到应有的报酬。
4、事业：有相当程度的成功运，若不好高骛远，顺其自然发展，财利可得，精神亦较安定。
5、家庭：长上有助，夫妻多争执，家内不安，子女能孝敬，。
6、婚姻：男娶温厚固执之妻，婚后不太圆满；女嫁克勤顽固之夫，婚后有争吵。
7、子女：女孩较多，男孩可保留一个，个性温和而聪明，长大后在社会上有所成就。
8、社交：人缘虽有错，但缺乏活动力，有时有狂燥之感，社交能力普通。
9、精神：外表乐观，内心空虚，有苦难言，心中常有不平不满。
10、财运：财利可得，但须防意外损失，天运五行属金时，财源丰富。
11、健康：易患筋骨酸痛、肾疾、流产、妇人病等。
12、老运：老景转入佳境，日趋安定，财源不缺，但精神不甚安定。"
金水火,60,793,804,凶,因长辈或上级帮助得成功发展，但基础不稳。,有长辈意外之助或上司之引进或父祖之余德，而可获得一时之成功发展，但三胜、三败，胜败浮沈特多，难以安稳。且有克妻子，及突发急变凶死之大灾祸危身。,"1、总论：有成功及意外灾害两种灵意，早年得志而成功一时者有之，恐遭他人拖累或意外挫折而陷入困境，但切勿灰心，仍有成功的机会，天运五行属水时，事业能够成功发展，名利双收。
2、为人坦白，易怒易解，言行坚实守信，稍有自大之感，具有天赋的才华，但凡事阻碍多，不易达成愿望，有眼高手低之叹，常有误打误撞而成功者。
3、意志：意志不坚，容易受世俗迷惑，但耐性佳，可以忍耐艰苦，凭努力得到成功。
4、事业：创业多波折，迟迟难达心愿，如意志坚定可成功发展，但常因自己判断错误而失败。
5、家庭：主观好胜，夫妻难和睦，子女亦难依靠，女命者，夫妻较和谐，家庭较为安定。
6、婚姻：男娶固执寡和之妻，婚后夫妻多争执；女嫁聪明才干之夫，婚后家庭大致美满。
7、子女：女孩较多，子女聪明活泼，长大后独立心重，父母意见不和。
8、社交：性格明朗任性，努力进取，好面子而花钱不考虑，常在事后后悔，社交能力平凡。
9、精神：外表乐观，好面子，内心苦闷不安，欲望太高，永远无法感到满足。
10、财运：有财运但不稳定，乃时富时贫之兆。天运五行属土时，一生难有积蓄。
11、健康：易患胃肠、筋骨酸痛、心脏病、肾、膀胱、女子难产等。
12、老运：晚景虽钱财不缺，但精神仍寂寞不安，家庭欠温暖。"
金水土,40,795,806,凶,虽可成功于一时，但易陷于失败。,得长辈或上司之惠助，再加上自身之勤勉，而于中年或壮年可获得相当之发展，但因基础运劣之故，于成功之后，又会有很多次之再成败，生涯多劳，难亨安逸，幸而水在土上，池塘之家，亦顺天然之景故，虽是相克，凶意则微。,"1、总论：创业途中难免遭到一些困难，全能一一克服而成功，常有出人意料之绝招，在令人惊异的情况下，得到名利，天运五行属木时，中年后大展鸿图。
2、性格：为人主观而任性，性格孤高，架子颇大，缺乏服从心，头脑聪明判断力强，处事往往能够误打误中，而得意外成功，令人刮目相看。
3、意志：意志不坚定，思想事业容易变动，耐性不够，处事容易冲动，常有小题大做之倾向。
4、事业：凭著天赋才华和毅力，可创立一番事业，但亲友难得帮助，必须靠自力发展。
5、家庭：虽是有孝心，但言行表现却相反，夫妻多争执，子女意见不和。
6、婚姻：男娶好胜固执之妻，婚后感情不美满；女嫁明朗寡和之夫，婚后时有争吵。
7、子女：子女都有责任感，长大后早做独立打算，往外自力奋斗。
8、社交：固执已见，容易得罪人，一意孤行而缺乏服从心，人际关系稍欠圆满。
9、精神：表面似乎乐观，精神生活常在不安定中，常为人际关系而伤神。
10、财运：经过一番苦劳，财源良好，但有成败一瞬间之灵意，应慎防。
11、健康：易患胃肠、肾虚、妇人病等。
12、老运：晚景可享清福，但精神有孤独不安之感。天运五行属金，晚年失败多灾。"
金水金,90,897,808,吉,得祖辈或上级提拔获得意外成功和发展，基础稳固。惟数理欠佳。,但因基础运劣之故，于成功之后，又会有很多次之再成败，生涯多劳，难亨安基础稳固安然，财源广进，又有父祖之荫益及上司之提拔，易得意外之助力，而可获得大成功，大发展，名利丰收。威权、名望、地位俱皆兴隆宽宏殊胜之配置。,"1、总论：能克服种种困难而成功发展，恐因自己判断错误，而中途陷入困境，宜忍耐，定能化险为夷，得到成功发展，天运五行属水，晚年失败多灾。
2、性格：性格坚忍，度量宽宏，具有容人雅量，为人聪明又机智，有随机应变之能力，判断力特别敏锐，是难得的创业人才，耐心处事定能成功发展。
3、意志：意志坚定，为理想坚忍奋斗，但耐力不足，情绪不稳定，常为小事而动怒。
4、事业：凭您的才华及上进心，一定可以闯出一番事业博得名利，凡事多观察确实而行之。
5、家庭：家内大致和睦相处，得配偶助力，共同创立家业，家运昌隆。
6、婚姻：男娶贤淑持家之妻，婚后和平美满；女嫁才华明理之夫，婚后大致圆满。
7、子女：子女个性较顽强，容易和父母顶嘴，长大后在社会上有所成就，孝敬父母。
8、社交：人缘和社交能力都不错，聪明且反应快，得他人赏识，获得成功发展。
9、精神：表面似乎乐观镇静，精神却常在不安定中，理想过高，心情常有不平不满。
10、财运：财利可得，中年后安然自在，天运五行属水者，晚年失败陷入困境。
11、健康：易患胃肠、肾脏、妇人毛病等。
12、老运：晚景物质不缺，但心情苦闷，天运五行属火时，晚年财源兴旺，事业发展。"
金水水,50,799,800,凶,得祖辈或上级提拔获得意外成功，尤其有异常成功之可能，但大多陷于变动。,承父祖之余德，得长者之栽培，或用人得当，得大成功及发展，原命若喜水木者更佳。若凶数者：成又转败，陷于离乱变动，至晚年终归孤独失败，又早年有落水灾遇，生涯九死一生之命格。又须戒色，以防色变及刀杀之危。,"1、总论：表面似乎可以成功，但一生多灾难与挫折，常在烦恼中度日，呈现不安之现象。有早期成功一时者，但若不知持盈保泰，终究陷入失败的命运。
2、性格：性格容忍而明朗，机智聪明且判断力强，快人快语人缘好，眼高手低，精神生活常在不安定中，天运五行属于土者，早年有灾厄，中年后可成功发展，一展自己抱负。
3、意志：意志尚称坚定，能忍受艰苦及困难折磨，常有意外绝招而成功发展者。
4、事业：在苦劳中创立一番事业，成功时若能退守可保无忧，如继续拓展，恐有失败之虞。
5、家庭：家庭有不安现象，夫妻常有争吵。
6、婚姻：男娶好胜持家之妻，婚后多争执；女嫁仁慈才干之夫，婚后大致圆满。
7、子女：女孩较多，子女个性较孤独，与父母感情不很亲密，身体有虚弱之倾向。
8、社交：为人坦白，快人快语，具有容人之心，善于舌战辩论，社交能力和人缘还算不错。
9、精神：外表乐观，内则空虚，精神生活不安定，为家庭多劳苦。
10、财运：财运不稳，贫富难分，有因判断错误而失去财产者。
11、健康：易患肝胆机能、胃寒、风湿痛、妇人毛病。
12、老运：晚景似乎孤独不安，身体病弱。天运五行属土时，可享清闲之福。"
水木木,95,911,022,吉,得上级提拔获得成功和发展，基础稳固，心身健全，繁荣昌隆，幸福长寿。,基础安泰，长辈惠助，排除万难，而顺利成功及发展，繁荣隆昌，人缘殊胜，利荫六亲。,"1、总论：可得长辈的惠助，得意外发展，早期成功之兆，稍有依赖心之嫌，宜培养自立创业能力，免得陷入困境时而束手无策。天运五行属土时，中年后陷入失败的困境。
2、性格：个性外柔内刚，做事勤勉且善于计划，为人主观不屈人下，有长者风范，在社会上有良好的名声信用。天运五行属水时，一生富贵之命，但天运五行属土或金者，不宜使用此配置。
3、意志：意志坚定，不易受世俗迷惑，按部就班，步步高升，得到成功发展。
4、事业：受到贵人或和长上的帮助与提拔，成功运来得早，事业运顺利。
5、家庭：父母有荫，家庭和睦，子女孝顺，一生应当幸福。
6、婚姻：男娶贤淑固执之妻，婚后尚称圆满；女嫁温和寡和之夫，婚后时有争吵。
7、子女：男孩多于女孩，聪明且孝顺，长大后能在社会上获得成功，家运兴隆。
8、社交：为人慈祥、有原则，行事稳重可靠，甚得人心，社交能力和外缘具佳，但有受亲友拖累而损才之象。
9、精神：运境欣欣向荣，精神愉快无忧。
10、财运：贵人明显，财运尚称如意，天运五行属水时，定为天下一富翁。
11、健康：易患胃肠、血管之疾。
12、老运：晚景吉祥，生活无忧，身心愉快，家庭和乐融融。"
水木火,65,913,024,平,有成功运和发展运，但易生意外，惟因数理特吉，固可得平安。,可得平安荣华之幸运，及能受父祖余德或财力所荫益，达到成功与大发展，但其过程伏有许多艰难，最怕人格与地格若凶数，终归失败，若无凶数，则可免忧。,"1、总论：辛勤劳苦收获有限，常在忧愁中度日，依努力程度得到相当的回报，风光一时者有之，但有不知何故而陷入灾难、困扰之灵意，晚景稍平安，天运五行属水者，一生平步青云，可一展抱负。
2、性格：为人努力不懈，凡事都先安排，经过计划慎重进行，外表平静而内心不屈。大都有猜疑心，表里不一，假仁慈之人。
3、意志：意志坚定，注重实际与工作，耐性也佳，可以忍受艰苦，但自己满怀信心，容易陷入一意孤行。
4、事业：有进取心，对家庭责任感很重，一生辛勤奋发，靠努力发展，中途有意外损失。
5、家庭：家庭有不测之灾而陷入不幸之兆，夫妻感情尚称圆满。
6、婚姻：男娶克勤克俭之妻，婚后中途有变化之灵意；女嫁温和才干之夫，婚后和睦但不能白头偕老。
7、子女：男孩多于女孩，健康活泼，长大能成功发展，在社会上一展抱负。
8、社交：人缘不错，社交平凡，喜好安静，厌弃烦难，要求身边的人也较高。
9、精神：心多烦闷，精神生活常在不安定中，有因意外变化而陷入精神劳苦者。
10、财运：依努力可得到相等的财利，天运五行属水时，一生财源甚兴，属金则贫困不安。
11、健康：易患神经衰弱，筋骨酸痛等症。
12、老运：晚景渐入佳境，但精神不安宁，天运五行属水，晚年可得成功之兆。"
水木土,98,915,026,吉,得上级提拔获得成功和发展，基础稳固，心身健全，繁荣昌隆，幸福长寿。,基础运乃木在上而土在下，顺应天地自然之配置（不作木土相克论），犹若立于盘石之上，相得益彰而毫无凶变，境遇安全而顺利之安泰成功，并隆昌发达。,"1、总论：有成功发展之配置，经过一番辛勤努力，不断地充实自己，做事都有计划，可以积极向外发展，必能在社会上有所作为，得到成功发展。但天运五行属水者，略欠一筹。
2、性格：为人仁慈，喜欢帮助他人，有进取心，对家庭有责任感，一生辛勤奋发，但处事较主观固执，容易陷入一意孤行，这一点应改进。
3、意志：意志不够坚定，容易被甜言美语所惑，耐性不佳，做事容易冲动，常为小事而动怒。
4、事业：事业运良好，大多辛勤奋斗，脚踏实地而在社会上获得成功，名利可得。
5、家庭：家庭、夫妻尚称和睦，子女亦都乖巧孝顺。
6、婚姻：男娶贤淑持家之妻，婚后欣欣向荣；女嫁温厚才干之夫，婚后家庭圆满。
7、子女：子女聪明有责任感，长大后在社会上能成功发展，共同创造家业。
8、社交：社交能力及外缘皆如意，可在社会上一展抱负，担任主管或自己当老板，可受到支持与爱护。
9、精神：外表乐观，内心多操劳，但精神尚称安稳，天运五行属木时，一生快乐无忧。
10、财运：奋斗有成，财源逐渐而来，后运财运甚丰。但天运五行属水时，略欠一筹。
11、健康：身心健康，有胃肠方面之毛病。
12、老运：晚景安泰无忧，安祥吉庆之运，家境繁荣。但天运五行属水者，要注意积谷防饥，以防陷入困境。"
水木金,60,917,028,凶,虽可获得发展，成功运佳，但家境不稳，易生变动，心身过劳。,虽可获得成功及发展于一时，亨受富贵于短暂，但因基础运劣，以致境遇不稳，若忍耐力不够，恐遭难受伤或伤人，且财利易生凶变，终再失败，且有因他人之连累以致破财及受到武器之迫害杀伤流血之虑。,"1、总论：创业途中难免遭受一些挫折和考验，且容易受到亲友的拖累，而影响事业的发展。
2、性格：心性柔和仁慈，乐于帮助别人，理想高远而不能得到别人的帮助，恐陷入孤单奋斗，心情郁闷，但切莫意气用事，财神自会与您结缘。
3、意志：意志不够坚定，思想计划易变，做事又容易行动，花钱有浪费倾向。
4、事业：早年事业多波折，有耐心及信心，中年后自可稳定发展，安祥吉庆之运。
5、家庭：父母疼爱，为家庭多操劳，妻子个性顽强，带来不少困扰。
6、婚姻：男娶好胜持家之妻，婚后为家庭劳累；女嫁温厚才干之夫。
7、子女：男孩较多，个性顽固，与父母意见不和，慎防流于问题少年。
8、社交：待人和蔼，但过于相信自己能力，容易陷入一意孤行。人缘不错，社交平凡。
9、精神：表面坚忍，但一生劳碌，内心多苦劳，精神不开朗，忍则安。
10、财运：有财运但不稳定，有时好时坏之灵意，慎防亲友牵累而陷入困境。
11、健康：易患肝炎、肾病、外伤或杀伤流血、脚疾。
12、老运：终能克服人生难关，晚景生活安定无忧，天运五行属木者，将陷入困境。"
水木水,50,919,020,凶,虽可顺利成功发展，但多发生困难，有变动之虑。,青年期甚劳苦，因勤奋求上进而在中年末，虽可很顺利成功并发展隆昌长久。但人、地格，有凶数者：在晚年或许会再产生艰难、困苦、劳心，甚至遭致失败之忧。此三才局，若数理无凶，即无病，有病吃药便可速愈。,"1、总论：成败难分的配置，有一时的成功顺调，但因判断错误或亲友之累而陷入困境，财务受损，如能再发挥您的才智和毅力，克服难关，仍可挽回信用和名誉。
2、性格：聪明才华，有计划头脑，行事稳重可靠，注重实际与工作，对自己信心十足，容易陷入一意孤行，碰到困难则自己承担苦劳及精神打击。
3、意志：意志坚定，有主见，有耐心，不怕艰苦，一生辛勤奋发，成功有望。
4、事业：会有一时的成功发展，然不可大意误事，或重仁义为他人牵累而陷入困难者有之。
5、家庭：父母疼爱，夫妻不睦，子女孝顺，容易受到感情上的创伤。
6、婚姻：男娶好强勤劳之妻，婚后多争执；女嫁顽固才华之夫，婚后大致圆满。
7、子女：男孩多于女孩，个性比较孤独，长大后都能孝顺父母，得到成功发展。
8、社交：为人仁慈，待人谦虚有礼，人缘不错，但人际关系稍欠圆满，容易卷入是非，遭受损失。
9、精神：外表似乎乐观，但内心却有苦说不出，心情欠开朗，感表较脆弱，容易受到打击。
10、财运：辛勤劳苦有收获，财利可得，天运五行属土时，中年后事业蓬勃发展。
11、健康：易患胃肠、神经衰弱、风湿症、筋骨酸痛等症。
12、老运：终生辛勤劳碌收获不多，晚景心情不开朗。天运五行属火者，晚年逢灾受困。"
水火木,40,031,042,凶,成功运被压抑，不易成功，易发生变化。,境遇坚固安泰，有下属之助力，地位、财产均安全，以木解消水火之相克，致成功，但若人地格有凶数，于成功后，难以伸展，且有突发之灾祸、遭难等之虑，更容易发生因爱情上而产生之不测灾难、凶变等。,"1、总论：性急而主动，一生辛勤劳碌，可博得暂时性的成功，无奈中途有灾难，而造成不幸，但且勿自暴自弃，中年后还有成功机会，挽回信誉和事业。慎防意外灾厄及外伤。
2、性格：待人热心而性急，做事短虑容易受挫折，内外是非多，而有为他人所累之倾向，应培养耐力及精神修养，创造中年后的成功为要。
3、意志：意志坚定，不甘屈居人下，为人努力但耐力不足，处事容易冲动，常一发不可收拾。
4、事业：靠自力坚苦奋斗搏得一时成功，中途受挫折，有中年后再发展之灵意。
5、家庭：男命则家庭大体圆满，但夫妻有争吵。女命则家庭不睦，夫妻多争执，有婚姻危机。
6、婚姻：男娶克勤克俭之妻，婚后意见不和；女嫁顽固寡和之夫，婚后欠和睦。
7、子女：子女皆聪明孝顺，长大后在社会上有所成就。
8、社交：个性急躁，有一发不可收拾之感，但待人尚诚恳，人缘难好，人际关系则不甚圆满。
9、精神：表面似乎乐观坚强，内心则多苦闷，心情欠开朗，常受精神上及感情上的打击。
10、财运：操劳中得财，时贫时富不稳定，慎防意外损失。天运五行属金时，财利较佳。
11、健康：外强内虚，易患脑疾、心脏病、急灾外伤等。天运五行属水时，中年前有生命危险。
12、老运：终身苦劳，晚景难安，是非缠身，身体病灾。天运五行属金，可逢凶化吉。"
水火火,40,933,044,凶,成功运被压抑，不易成功，易发生变化。,一时之盛运，如昙花一现而已，短暂而缺乏耐久力，容易树敌惹祸而自陷于孤立苦斗，成功运甚劣，多成多败，纵使成功，旋即再败，不能有所伸展，且有火灾、水灾等凶变急祸，诸不测之灾惨，以伤人或自危或丧失配偶，或短命夭寿之凶配置也。如果人格或地格其一：出现23数或14数尤糟，不能免于色危厄致惨之运。,"1、总论：中年前多灾多难，事业难有成就，容易遭意外之灾病与打击，常在苦闷中度日，应多忍耐防范，中晚年可成功发展。天运五行属水者，早年有生命垂危之兆。
2、性格：做事冲动而积极，常因欠考虑而一发不可收拾，待人热心积极，常为他人所累，早年辛勤劳苦而收获少，应多注重精神上的修养，等待良运的来临。
3、意志：意志不够坚定，情绪亦不稳定，但有耐心，能忍受失败的打击及困苦的折磨。
4、事业：六亲无助，平生多劳苦、辛勤而收获少，中年后较有成功运及财利。
5、家庭：父母无阴，兄弟难助，夫妻多争执。女命者，慎防婚姻危机。
6、婚姻：男娶唠叨寡和之妻，婚后难和睦；女嫁好胜鲁莽之夫，慎防婚姻危机仳离。
7、子女：子女聪明活泼，稍嫌过于顽皮或身体有健康问题，增加不少麻烦。
8、社交：性急好酒色，容易和别人发生纠纷是非之事，宜涵养忍让之美德。
9、精神：劳苦烦闷自愁，内外不安，精神不安定，心情不开朗。
10、财运：早年财运不佳，物质生活缺乏，中年后可稍转好，但仍不稳定。
11、健康：易患脑疾、心脏病、肝胆、精神分裂症及意外急变灾病。
12、老运：一生辛勤劳碌，晚景稍呈吉祥，物质生活亦转佳，天运五行属水者，早年能逢凶化吉，老来财利尚丰。"
水火土,40,935,046,凶,成功运被压抑，难以伸张，多有不平不满，易发生变化。,基础运坚实而可成功于一时，但因成功运被抑压以致不能有所伸展，生涯殊多艰难、不幸、不满、哀怨，中年后又有突发急变之不测灾祸而危及生命之虑。,"1、总论：辛勤劳苦而收获少，心情常在苦闷中，做事冲动而积极，成功失败常在一瞬间，如能涵养忍耐力，中年后可成功发展，慎防意外灾病。天运五行属木者，事业能成功发展。
2、性格：表面乐观豪爽，喜出风头爱面子，乐于解决别人的困难，不耐独处，容易和异性接近，内心烦闷不安，一心想自当老板，容易造成不平不满的人生过程。
3、意志：意志坚定，而独断独行，但耐心不足，做事有虎头蛇尾之倾向，常有误打误撞而获财利者。
4、事业：适合投机性或爆发性的行业，常有出人意料的绝招，得到名利和地位。
5、家庭：男命者家庭大致圆满，应注意桃花的后果，女命者则夫妻多争执，家庭难和睦。
6、婚姻：男娶温厚贤惠之妻，婚后夫妻大致和睦；女嫁好胜好强之夫，婚后家庭不美满。
7、子女：子女谦恭又有责任感，长大后在社会上能成功发展。
8、社交：外表乐观又喜出风头，做事急躁，在社会上能得朋友之助，社交能力佳。
9、精神：表面坚忍，一生辛苦劳碌，心情不开朗。
10、财运：早年劳苦，中年后得财，财运尚佳，天运五行属木者大成功，属水者常受失败打击。
11、健康：易患头痛、脑疾、呼吸系统、高血压、神经痛等。
12、老运：晚景转佳运，但仍性急固执，心神忧烦，天运五行属木火，晚景安然无忧。"
水火金,40,937,048,凶,成功运被压抑，不易成功，基础不稳，以致过劳。,至劣之三才配置，决不能成功，亦不能伸展，常受上司压追又屡受下属陷害，很不安定，内外不和，进退两难，身心过劳，作事极端偏激招灾遭难变死或发狂伤人或失配偶、丧子等之兆。,"1、总论：一生颇多意外的灾害与打击，费尽心力而难得成功，做事应涵养耐心，中年后有成功发展的机会，财利可得，天运五行属木时中年前就可成功，中年后财源广进，老年有灾。
2、性格：个性急躁，主观意识强，容易陷于一意孤行而遭受失败的打击。有时好出风头又容易因判断错误而带来财务上的损失，应多改进。
3、意志：意志不坚定，常有投机或发横才之心理，耐性不佳，处事容易冲动，但常有误打误撞而成功者。
4、事业：经过长期的奋斗，遭受到许多劳苦与挫折，如能忍耐自有所成就，财利可得。
5、家庭：父母无荫，六亲无靠，夫妻不和睦，孤独之兆，女命者有婚姻危机。
6、婚姻：男娶固执寡和之妻，婚后不美满；女嫁好胜好强之夫，婚后常争执。
7、子女：子女个性顽强，比较容易和父母顶嘴，长大后与父母意见不和，注意流于问题少年。
8、社交：人缘虽好，但社交运不佳，容易接近异性，又容易和别人发生是非纠纷之事。
9、精神：外表看似乐观，内心却多争多劳，无论物质好坏，心情总是苦闷难安。
10、财运：虽有财运但不稳定，且有花钱浪费的倾向，应节制以保晚年。
11、健康：易患呼吸系统，精神过劳，腰骨酸痛、心脏病、脑疾或头痛、妇人病或难产。
12、老运：晚景转入佳运，物质不缺，但家内有孤独之兆，精神欠开朗。"
水火水,30,939,040,凶,极凶的配置，难以成功，易发生变化。,极凶之三才配置，百般阻碍与迫害殊多，无形之心病甚重，永不能成功，亦不能伸展，而且生涯绝对的不安定，大不祥，大灾遇，有意外不测之急祸凶变而丧失生命或财产，死神常在其身边，有的变成发狂、杀人或被杀、变死等。,"1、总论：运途多变，一生中遭到很多的灾害与打击，为家庭劳苦受累，若能逃过灾难，中晚年财源丰盛，事业成功，名利可得。天运五行属土时更佳。
2、性格：为人性急率直，好胜不认输，待人热心积极而常为他人累，如能依赖自己的热忱决心，终能得到应有的报酬，一展自己的抱负。
3、意志：意志不坚定，思想容易脱离现实，但有相当耐心，不怕失败的打击，时机一到可成大事之象。
4、事业：在多变不安的环境中接受考验，如能以不屈不挠的精神贯彻到底，事业可成功发展，物质丰富。
5、家庭：夫妻不睦，应多涵养忍让之心，免造成婚姻危机，子女亦不受教。
6、婚姻：男女皆得好胜顽固之配偶，婚后多争执，容易受到感情上的打击。
7、子女：子女个性较孤独顽固，身体状况亦较差，长大后与父母意见不和。
8、社交：为人豪爽慷慨，性急主动，社交能力及人缘颇佳，防意外损失及被拖累而陷入困境。
9、精神：好面子，外表看似乐观，内心急进苦劳，常为家内问题伤神，精神不开朗。
10、财运：财运佳，但须经过一番考验方能得到，有意外失败之灵意，要慎防。
11、健康：易患呼吸系统、脑疾、心脏病、妇人病及意外失败急灾病难。
12、老运：老景难裕，但精神仍苦劳不安，天运五行属火时，晚年失败又逢灾。"
水土木,40,951,062,凶,成功运被压抑，困难障碍殊多，境遇不安。,木在下而土在上：与自然状态颠倒便是凶，此谓（木克土）矣，基础运劣，境遇不安定，以致变死或移动，仍是障害多端，困难及苦楚殊多，成功困难，无法发展，失意一世，遭崩物伤或意外不测灾危以致短寿变死。,"1、总论：命运不佳，思想脱离现实，做事又缺乏果断力，不能得到别人的支持，靠孤军奋斗，一意孤行而遭受失败的打击，宜守为安。
2、性格：表面似乎信实，其实缺乏服从心，态度傲慢，好虚荣，有眼高手低之倾向，一生颇多意外的灾害与困顿，宜小心预防，忍耐行事可减忧，好高骛远只有徒争烦恼。
3、意志：意志不坚定，缺乏果断力，造成多败不安的现象。
4、事业：事业难稳定，成功发展机会不多，应注重精神修养，从事单纯性的工作，可减少失败的打击。
5、家庭：六亲缘薄又无助，夫妻不睦，子女顽固，家庭运不佳。
6、婚姻：男娶好胜寡和之妻，婚后多争执；女嫁无果断力之夫，婚后难圆满，多争吵之象。
7、子女：子女聪明顽固，长大后独立心强，与父母意见不和，。
8、社交：现实的社会，交友仍须论成就与否，社会本来就是现实的，注重精神修养才是上策。
9、精神：事事难如愿，精神苦闷不安，应注重精神修养，寻求精神寄托。
10、财运：财运不佳，找个领薪水的工作度日可减少精神疲劳，或经营小本生意亦可。
11、健康：易患脑神经衰弱、胃肠、精神分裂症等及妇人病。
12、老运：一生操劳但功少，晚景仍不安，精神生活及物质生活都欠佳。"
水土火,55,953,064,凶,成功运虽发达，但困苦多难，境遇多艰。,基础安定，能逃灾害，排除障碍而达到成功。不过却因成功运不吉，不能再伸展。不能将天赋才能以完全发展，使其成就与精华俱皆受到打折，殊为可惜，又须深戒提防色难之忧。若人格或地格数理凶，则有病，导致头脑神经症或心脏病。,"1、总论：一生运途较劳碌，常在忧愁中度日，事业上多挫折，如从事较单纯或小资本生意，求安定性之生活，可减少创业损失，天运五行属土时，中年后可成功一时。
2、性格：表面温和待人有礼，但内心好胜刚强，好面子又缺乏服从心，有眼高手低的倾向，容易放弃好机会而无法把握住，亦有受人牵累损财之灵意。
3、意志：意志坚定，不易受世俗迷惑，也有相当耐心，不怕失败的打击，在辛勤劳苦中度日。
4、事业：若不好高骛远，做个薪水阶级或从事足够养家活口的行业可顺利，贪得则有害。
5、家庭：父母少，夫妻圆满，子女孝顺。女命者夫妻多争执，家内不安定。
6、婚姻：男娶贤淑克勤之妻，婚后恐因应酬问题而争吵；女嫁无果断力之夫，婚后家庭不和睦。
7、子女：子女健康活泼，稍嫌顽皮些，但长大后在社会上有所成就，帮父母分忧解劳。
8、社交：人缘和社交运皆佳，个性好胜不屈，容易引起别人误解，又有受骗而散财之兆。
9、精神：外表乐观，内心却不平不满，又容易受到精神上的打击，心情不开朗。
10、财运：财运不佳，宜守不宜攻，勤俭持家能保无忧，好高骛远恐有劳民伤财之虑。
11、健康：易患胃肠、头或脑部、肾部之症。
12、老运：终生操劳，收获不多，晚景烦闷，注重精神上的修养，心情才能快乐。"
水土土,40,955,066,凶,向上发展障碍殊多，常有困难苦闷。,境遇安定，平顺幸福，能排除困难，广得人助，而得到名利双收之大成功，生活安逸，可惜因成功运不理想，是以向上伸展产生障碍多端，只能维持原有旧日之成就现状而已。此三才局：人格地格之数理若无凶，则健康，无病，快乐的。,"1、总论：运途不佳，费心费力而无所成，中年或许有一时的成功，但因耐力不足，运途不济而又陷入困境，亦有遭人牵累之意。天运五行属火时，一生转为安宁。
2、性格：心情常有不平不满，好出风头又缺乏服从心，主观意识过强，常因一意孤行而遭失败的打击，守其和平，免被卷入是非中平白遭受损失。
3、意志：意志不够坚定，思想容易受动摇，耐力亦不足，做事有虎头蛇尾的倾向，须培养定力。
4、事业：如果在稳定中谨慎求发展，尚可平安无事，如操之过急或好高骛远，必遭失败厄运。
5、家庭：六亲缘薄，妻子有助但意见不和。女命者，夫妻多争吵，又有婚姻危机的可能。
6、婚姻：男娶克勤固执之妻，婚后不太和睦；女嫁懦弱寡和之夫，婚后不美满。
7、子女：子女聪明温厚，长大后能孝顺父母，在社会上也能发展，一展自己的抱负。
8、社交：讲话好出风头，又不认输，容易得罪人，社交能力不佳，容易错过好机会，亲友多是非。
9、精神：事事难如愿，内心多烦，心情欠开朗，注重家庭和谐，精神较愉快。
10、财运：财运不佳，如有一时成功，宜守为安，切勿投机取巧或好高骛远，可减少财务损失。
11、健康：易患胃肠、肾、脑部等疾。
12、老运：一生多劳苦，晚景心情仍忧烦，但境遇尚安定，天运属火时，物质不缺，属水则有灾。"
水土金,40,957,068,凶,成功运不佳，颇为消极，不易达到目的，或身心过劳。,基础运佳，故而可以安定发展，排除万难而成功，但因成功运不吉，是以难于再伸展，或陷于不测之灾难袭来之虑，若无凶数则可免忧，亦可康健无病。,"1、总论：有志难伸之家，虽有责任心，但辛勤劳苦而收获不多，常在忧愁中过日，亦有为亲友牵累之意，保守行事则少忧。天运五行属火时，中年前及晚年有发展良机。
2、性格：凡事守本份，做事过于仔细欠缺决断力，有眼高手低之倾向，不耐吃苦繁重的工作，缺乏服从心，易生不平不满，虽有成人之美德，结果不能得到回报，甚或引起麻烦之事。
3、意志：意志坚定，但耐心不够，做事有虎头蛇尾的倾向，要培养果断力，才能成功。
4、事业：适于薪水阶级或从事稳定性小本生意，如有好高骛远之企图，只会招来无谓的损失。
5、家庭：六亲缘薄，夫妻尚圆满，子女孝顺。
6、婚姻：男娶端庄内强之妻，婚后尚称圆满；女嫁无主张性之夫，婚后意见不和。
7、子女：男孩多于女孩，个性稍顽强，长大后能有成就。
8、社交：有做人难的感叹，诚心待人终是多累，交际不甚如意，宜守为安。
9、精神：消极的作风，内心多烦，心情欠开朗。
10、财运：财运不佳，宜预防意外损失。
11、健康：易患脑神经衰弱、胃肠、筋骨酸痛。
12、老运：晚景虽无显著进展，精神可较安定。"
